0,0,499747
0,1,6034
0,2,5507
0,3,6643
0,4,7208
0,5,6037
0,6,5719
0,7,5613
0,8,5919
0,9,8896
0,10,5417
0,11,5999
0,12,6211
0,13,6045
0,14,8556
0,15,6231
0,16,8383
0,17,6246
0,18,6731
0,19,7053
0,20,5476
0,21,6257
0,22,5798
0,23,38462
0,24,13873
0,25,5615
0,26,5232
0,27,5734
0,28,6038
0,29,6524
0,30,6359
0,31,6005
0,32,5915
0,33,5454
0,34,5882
0,35,6344
0,36,6162
0,37,6222
0,38,5711
0,39,7214
0,40,23363
0,41,5612
0,42,6449
0,43,5506
0,44,7432
0,45,5552
0,46,5918
0,47,5778
0,48,5677
0,49,5734
0,50,5495
0,51,6854
0,52,6643
0,53,5951
0,54,5763
0,55,5637
0,56,5532
0,57,6361
0,58,6187
0,59,6382
0,60,5328
0,61,5541
0,62,5521
0,63,5571
1,0,493037
1,1,5922
1,2,5332
1,3,6509
1,4,7220
1,5,6072
1,6,5563
1,7,5368
1,8,5872
1,9,8571
1,10,5250
1,11,5998
1,12,6180
1,13,5839
1,14,8467
1,15,6067
1,16,8405
1,17,6129
1,18,6575
1,19,6617
1,20,5412
1,21,6245
1,22,5555
1,23,38571
1,24,13661
1,25,5359
1,26,5087
1,27,5760
1,28,6027
1,29,6432
1,30,6199
1,31,5848
1,32,5798
1,33,5305
1,34,6090
1,35,6309
1,36,6204
1,37,6156
1,38,5595
1,39,6930
1,40,23368
1,41,5570
1,42,6260
1,43,5343
1,44,7275
1,45,5569
1,46,5742
1,47,5757
1,48,5594
1,49,5521
1,50,5369
1,51,7229
1,52,6725
1,53,5981
1,54,5835
1,55,5576
1,56,5407
1,57,6216
1,58,6122
1,59,6204
1,60,5208
1,61,5467
1,62,5464
1,63,5488
2,0,493207
2,1,5868
2,2,5336
2,3,6436
2,4,7003
2,5,6005
2,6,5364
2,7,5461
2,8,5666
2,9,8319
2,10,5088
2,11,5619
2,12,6087
2,13,5904
2,14,8123
2,15,5915
2,16,8108
2,17,6152
2,18,6470
2,19,6710
2,20,5273
2,21,6414
2,22,5618
2,23,38400
2,24,13711
2,25,5400
2,26,5125
2,27,5711
2,28,5926
2,29,6173
2,30,6139
2,31,5710
2,32,5829
2,33,5162
2,34,5992
2,35,6134
2,36,5937
2,37,6026
2,38,5563
2,39,7083
2,40,22922
2,41,5403
2,42,6092
2,43,5256
2,44,6983
2,45,5392
2,46,5868
2,47,5694
2,48,5642
2,49,5377
2,50,5478
2,51,6944
2,52,6441
2,53,5908
2,54,5817
2,55,5569
2,56,5466
2,57,5982
2,58,6128
2,59,6047
2,60,5177
2,61,5405
2,62,5473
2,63,5584
3,0,496309
3,1,5959
3,2,5232
3,3,6587
3,4,7205
3,5,5897
3,6,5515
3,7,5319
3,8,5969
3,9,8518
3,10,5290
3,11,5754
3,12,6231
3,13,6056
3,14,8373
3,15,6253
3,16,8356
3,17,6173
3,18,6702
3,19,6584
3,20,5486
3,21,6359
3,22,5605
3,23,39060
3,24,13627
3,25,5468
3,26,5186
3,27,5833
3,28,5940
3,29,6301
3,30,6295
3,31,5863
3,32,5900
3,33,5328
3,34,5869
3,35,6483
3,36,6106
3,37,6210
3,38,5688
3,39,7070
3,40,23699
3,41,5386
3,42,6288
3,43,5166
3,44,7176
3,45,5513
3,46,5853
3,47,5624
3,48,5752
3,49,5491
3,50,5460
3,51,6921
3,52,6440
3,53,5766
3,54,5824
3,55,5522
3,56,5600
3,57,5963
3,58,6067
3,59,6264
3,60,5150
3,61,6091
3,62,5584
3,63,5574
4,0,497774
4,1,5989
4,2,5395
4,3,6387
4,4,7189
4,5,5998
4,6,5383
4,7,5460
4,8,5836
4,9,8788
4,10,5041
4,11,5898
4,12,6051
4,13,5912
4,14,8259
4,15,5956
4,16,8428
4,17,6098
4,18,6538
4,19,6774
4,20,5697
4,21,6130
4,22,5656
4,23,39194
4,24,13720
4,25,5465
4,26,5100
4,27,5612
4,28,5979
4,29,6163
4,30,6334
4,31,5725
4,32,5834
4,33,5230
4,34,6003
4,35,6259
4,36,6007
4,37,6070
4,38,5875
4,39,6871
4,40,23799
4,41,5425
4,42,6219
4,43,5302
4,44,7306
4,45,5570
4,46,5828
4,47,5787
4,48,5443
4,49,5406
4,50,5294
4,51,6810
4,52,6609
4,53,5843
4,54,5933
4,55,5699
4,56,5521
4,57,5958
4,58,6008
4,59,6241
4,60,5251
4,61,5509
4,62,5399
4,63,5428
5,0,490888
5,1,5859
5,2,5234
5,3,6479
5,4,7029
5,5,5849
5,6,5389
5,7,5470
5,8,5601
5,9,8575
5,10,5216
5,11,5602
5,12,6182
5,13,5840
5,14,8335
5,15,5928
5,16,7980
5,17,6138
5,18,6459
5,19,6735
5,20,5214
5,21,6092
5,22,5679
5,23,38051
5,24,13783
5,25,5224
5,26,5069
5,27,5522
5,28,5857
5,29,6200
5,30,6132
5,31,5546
5,32,5781
5,33,5092
5,34,5881
5,35,6266
5,36,6131
5,37,6104
5,38,5739
5,39,6610
5,40,23459
5,41,5463
5,42,5993
5,43,5145
5,44,7175
5,45,5587
5,46,5855
5,47,5534
5,48,5477
5,49,5372
5,50,5360
5,51,6790
5,52,6490
5,53,5624
5,54,5730
5,55,5576
5,56,5437
5,57,5678
5,58,5864
5,59,6307
5,60,5156
5,61,5270
5,62,5408
5,63,5230
6,0,499805
6,1,5955
6,2,5324
6,3,6531
6,4,6983
6,5,5970
6,6,5455
6,7,5314
6,8,5719
6,9,8586
6,10,5202
6,11,5721
6,12,6150
6,13,5905
6,14,8177
6,15,6323
6,16,8254
6,17,6082
6,18,6461
6,19,6903
6,20,5516
6,21,6274
6,22,5528
6,23,39656
6,24,13687
6,25,5354
6,26,5085
6,27,5706
6,28,5923
6,29,6392
6,30,6319
6,31,5641
6,32,5935
6,33,5178
6,34,5865
6,35,6207
6,36,6162
6,37,6068
6,38,5818
6,39,6856
6,40,24111
6,41,5624
6,42,6189
6,43,5445
6,44,7553
6,45,5587
6,46,5910
6,47,5673
6,48,5528
6,49,5404
6,50,5419
6,51,6924
6,52,6547
6,53,5931
6,54,5974
6,55,5600
6,56,5522
6,57,6082
6,58,5936
6,59,6303
6,60,5168
6,61,5513
6,62,5579
