0,0,510
0,1,569
0,2,604
0,3,556
0,4,579
0,5,588
0,6,590
0,7,529
0,8,531
0,9,580
0,10,553
0,11,627
0,12,590
0,13,593
0,14,640
0,15,555
0,16,640
0,17,538
0,18,531
0,19,618
0,20,582
0,21,612
0,22,563
0,23,591
0,24,519
0,25,607
0,26,556
0,27,497
0,28,539
0,29,535
0,30,648
0,31,576
0,32,558
0,33,549
0,34,563
0,35,520
0,36,667
0,37,639
0,38,613
0,39,539
0,40,546
0,41,587
0,42,579
0,43,574
0,44,585
0,45,584
0,46,591
0,47,541
0,48,530
0,49,566
0,50,601
0,51,512
0,52,538
0,53,539
0,54,564
0,55,597
0,56,599
0,57,572
0,58,682
0,59,623
0,60,644
0,61,610
0,62,603
0,63,568
1,0,569
1,1,570
1,2,600
1,3,609
1,4,559
1,5,629
1,6,671
1,7,562
1,8,578
1,9,666
1,10,592
1,11,644
1,12,542
1,13,614
1,14,677
1,15,627
1,16,676
1,17,593
1,18,599
1,19,651
1,20,680
1,21,687
1,22,615
1,23,635
1,24,635
1,25,582
1,26,613
1,27,511
1,28,630
1,29,589
1,30,685
1,31,599
1,32,612
1,33,620
1,34,583
1,35,586
1,36,653
1,37,607
1,38,642
1,39,632
1,40,650
1,41,558
1,42,614
1,43,596
1,44,567
1,45,595
1,46,674
1,47,594
1,48,551
1,49,636
1,50,595
1,51,559
1,52,588
1,53,586
1,54,637
1,55,587
1,56,622
1,57,650
1,58,768
1,59,693
1,60,635
1,61,579
1,62,685
1,63,642
2,0,604
2,1,600
2,2,670
2,3,520
2,4,539
2,5,649
2,6,634
2,7,552
2,8,596
2,9,598
2,10,635
2,11,656
2,12,561
2,13,630
2,14,687
2,15,581
2,16,668
2,17,558
2,18,515
2,19,656
2,20,607
2,21,682
2,22,640
2,23,595
2,24,584
2,25,558
2,26,594
2,27,518
2,28,605
2,29,529
2,30,654
2,31,586
2,32,555
2,33,581
2,34,622
2,35,543
2,36,733
2,37,625
2,38,641
2,39,594
2,40,638
2,41,574
2,42,586
2,43,588
2,44,584
2,45,628
2,46,574
2,47,573
2,48,618
2,49,663
2,50,580
2,51,506
2,52,603
2,53,573
2,54,515
2,55,635
2,56,606
2,57,558
2,58,788
2,59,667
2,60,660
2,61,664
2,62,644
2,63,597
3,0,556
3,1,609
3,2,520
3,3,538
3,4,610
3,5,582
3,6,604
3,7,578
3,8,523
3,9,588
3,10,602
3,11,634
3,12,538
3,13,603
3,14,652
3,15,546
3,16,574
3,17,533
3,18,572
3,19,621
3,20,582
3,21,644
3,22,616
3,23,612
3,24,595
3,25,539
3,26,584
3,27,509
3,28,639
3,29,559
3,30,686
3,31,574
3,32,529
3,33,576
3,34,529
3,35,540
3,36,690
3,37,601
3,38,562
3,39,588
3,40,538
3,41,525
3,42,611
3,43,596
3,44,539
3,45,546
3,46,591
3,47,530
3,48,552
3,49,608
3,50,564
3,51,519
3,52,574
3,53,554
3,54,542
3,55,625
3,56,608
3,57,571
3,58,647
3,59,648
3,60,549
3,61,528
3,62,650
3,63,559
4,0,579
4,1,559
4,2,539
4,3,610
4,4,572
4,5,521
4,6,607
4,7,531
4,8,504
4,9,592
4,10,624
4,11,583
4,12,579
4,13,626
4,14,592
4,15,611
4,16,635
4,17,546
4,18,565
4,19,588
4,20,604
4,21,641
4,22,626
4,23,596
4,24,513
4,25,544
4,26,594
4,27,527
4,28,601
4,29,557
4,30,633
4,31,568
4,32,555
4,33,590
4,34,564
4,35,585
4,36,718
4,37,559
4,38,568
4,39,574
4,40,566
4,41,527
4,42,569
4,43,549
4,44,593
4,45,556
4,46,613
4,47,590
4,48,530
4,49,618
4,50,563
4,51,556
4,52,577
4,53,597
4,54,559
4,55,605
4,56,597
4,57,582
4,58,685
4,59,676
4,60,597
4,61,565
4,62,622
4,63,567
5,0,588
5,1,629
5,2,649
5,3,582
5,4,521
5,5,610
5,6,623
5,7,555
5,8,551
5,9,572
5,10,622
5,11,691
5,12,660
5,13,616
5,14,696
5,15,571
5,16,602
5,17,578
5,18,576
5,19,622
5,20,598
5,21,687
5,22,650
5,23,605
5,24,566
5,25,582
5,26,608
5,27,515
5,28,609
