0,1812
1,1753
2,1719
3,1791
4,1745
5,1700
6,1723
7,1692
8,1754
9,1823
10,1741
11,1819
12,1789
13,1803
14,1756
15,1827
16,1729
17,1771
18,1684
19,1774
20,1773
21,1773
22,1800
23,1802
24,1758
25,1785
26,1794
27,1774
28,1694
29,1759
30,1789
31,1811
32,1729
33,1710
34,1766
35,1739
36,1769
37,1719
38,1717
39,1800
40,1748
41,1743
42,1736
43,1780
44,1746
45,1680
46,1724
47,1753
48,1723
49,1757
50,1738
51,1794
52,1714
53,1785
54,1695
55,1660
56,1780
57,1832
58,1744
59,1720
60,1676
61,1762
62,1745
63,1753
64,1707
65,1763
66,1802
67,1729
68,1733
69,1740
70,1740
71,1736
72,1726
73,1726
74,1685
75,1758
76,1811
77,1701
78,1700
79,1758
80,1854
81,1709
82,1707
83,1690
84,1738
85,1698
86,1750
87,1806
88,1798
89,1755
90,1711
91,1714
92,1804
93,1676
94,1761
95,1751
96,1802
97,1800
98,1786
99,1784
100,1770
101,1779
102,1848
103,1806
104,1709
105,1736
106,1722
107,1796
108,1776
109,1706
110,1798
111,1770
112,1797
113,1841
114,1767
115,1667
116,1749
117,1720
118,1729
119,1767
120,1813
121,1815
122,1742
123,1818
124,1683
125,1727
126,1769
127,1739
128,1732
129,1715
130,1714
131,1730
132,1758
133,1803
134,1686
135,1681
136,1743
137,1733
138,1749
139,1726
140,1751
141,1764
142,1682
143,1709
144,1780
145,1751
146,1722
147,1730
148,1726
149,1777
150,1732
151,1818
152,1790
153,1806
154,1754
155,1641
156,1751
157,1717
158,1738
159,1717
160,1783
161,1725
162,1765
163,1738
164,1738
165,1756
166,1713
167,1824
168,1675
169,1774
170,1729
171,1770
172,1720
173,1786
174,1843
175,1701
176,1685
177,1792
178,1722
179,1748
180,1691
181,1739
182,1759
183,1802
184,1762
185,1694
186,1817
187,1804
188,1717
189,1718
190,1666
191,1785
192,1730
193,1784
194,1727
195,1754
196,1694
197,1770
198,1840
199,1739
200,1749
201,1739
202,1771
203,1735
204,1729
205,1785
206,1763
207,1770
208,1773
209,1781
210,1762
211,1777
212,1732
213,1786
214,1676
215,1834
216,1737
217,1809
218,1762
219,1765
220,1799
221,1807
222,1751
223,1743
224,1706
225,1677
226,1720
227,1789
228,1748
229,1731
230,1791
231,1714
232,1747
233,1837
234,1748
235,1784
236,1775
237,1796
238,1679
239,1782
240,1808
241,1747
242,1764
243,1745
244,1695
245,1763
246,1744
247,1754
248,1725
249,1676
250,1814
251,1738
252,1782
253,1726
254,1732
255,1764
256,1773
257,1764
258,1682
259,1736
260,1778
261,1735
262,1721
263,1781
264,1715
265,1799
266,1766
267,1773
268,1686
269,1753
270,1777
271,1727
272,1695
273,1855
274,1800
275,1790
276,1794
277,1801
278,1809
279,1737
280,1790
281,1690
282,1744
283,1788
284,1710
285,1667
286,1689
287,1718
288,1793
289,1749
290,1786
291,1855
292,1716
293,1725
294,1763
295,1805
296,1741
297,1755
298,1743
299,1745
300,1770
301,1735
302,1787
303,1673
304,1751
305,1734
306,1714
307,1677
308,1722
309,1789
310,1795
311,1740
312,1740
313,1728
314,1774
315,1720
316,1775
317,1726
318,1749
319,1690
320,1691
321,1798
322,1766
323,1788
324,1754
325,1696
326,1728
327,1811
328,1748
329,1726
330,1712
331,1760
332,1772
333,1750
334,1790
335,1668
336,1781
337,1727
338,1747
339,1709
340,1750
341,1699
342,1681
343,1742
344,1801
345,1773
346,1730
347,1761
348,1757
349,1749
350,1682
351,1719
352,1764
353,1716
354,1825
355,1784
356,1772
357,1767
358,1811
359,1792
360,1745
361,1725
362,1744
363,1745
364,1698
365,1761
366,1750
367,1758
368,1762
369,1720
370,1750
371,1834
372,1773
373,1806
374,1675
375,1762
376,1718
377,1809
378,1731
379,1759
380,1708
381,1722
382,1759
383,1746
384,1740
385,1787
386,1643
387,1802
388,1714
389,1811
390,1806
391,1833
392,1706
393,1721
394,1726
395,1796
396,1705
397,1759
398,1795
399,1745
400,1679
401,1764
402,1715
403,1682
404,1756
405,1717
406,1693
407,1778
408,1680
409,1709
410,1732
411,1693
412,1802
413,1767
414,1714
415,1726
416,1854
417,1786
418,1775
419,1888
420,1757
421,1777
422,1740
423,1712
424,1722
425,1815
426,1762
427,1759
428,1739
429,1766
430,1804
431,1808
432,1781
433,1689
434,1668
435,1776
436,1657
437,1736
438,1796
439,1716
440,1741
441,1767
442,1661
443,1802
444,1790
445,1711
446,1787
447,1755
448,1740
449,1763
450,1775
451,1795
452,1664
453,1786
454,1725
455,1799
456,1761
457,1715
458,1840
459,1774
460,1777
461,1706
462,1727
463,1663
464,1731
465,1760
466,1694
467,1759
468,1801
469,1704
470,1728
471,1764
472,1724
473,1786
474,1830
475,1748
476,1835
477,1771
478,1732
479,1690
480,1758
481,1726
482,1782
483,1775
484,1708
485,1678
486,1708
487,1780
488,1735
489,1725
490,1793
491,1750
492,1771
493,1756
494,1746
495,1720
496,1741
497,1793
498,1792
499,1666
500,1830
501,1709
502,1706
503,1680
504,1763
505,1793
506,1736
507,1763
508,1824
509,1840
510,1754
511,1740
512,1771
513,1711
514,1789
515,1726
516,1724
517,1752
518,1752
519,1725
520,1771
521,1696
522,1749
523,1750
524,1781
525,1754
526,1751
527,1789
528,1829
529,1746
530,1772
531,1774
532,1784
533,1803
534,1738
535,1746
536,1804
537,1728
538,1695
539,1761
540,1759
541,1780
542,1731
543,1738
544,1745
545,1768
546,1711
547,1739
548,1722
549,1772
550,1750
551,1730
552,1770
553,1698
554,1754
555,1746
556,1755
557,1740
558,1697
559,1732
560,1817
561,1819
562,1745
563,1757
564,1754
565,1757
566,1779
567,1786
568,1770
569,1688
570,1713
571,1828
572,1736
573,1716
574,1748
575,1741
576,1746
577,1782
578,1757
579,1721
580,1762
581,1752
582,1728
583,1734
584,1697
585,1836
586,1735
587,1688
588,1714
589,1761
590,1783
591,1780
592,1750
593,1840
594,1733
595,1695
596,1767
597,1811
598,1717
599,1734
600,1727
601,1697
602,1731
603,1710
604,1769
605,1711
606,1717
607,1730
608,1713
609,1759
610,1679
611,1806
612,1798
613,1749
614,1708
615,1705
616,1767
617,1725
618,1752
619,1756
620,1815
621,1732
622,1735
623,1724
624,1762
625,1731
626,1771
627,1688
628,1727
629,1719
630,1680
631,1783
632,1770
633,1674
634,1810
635,1750
636,1696
637,1734
638,1730
639,1745
640,1731
641,1720
642,1714
643,1788
644,1777
645,1699
646,1798
647,1747
648,1807
649,1782
650,1790
651,1639
652,1723
653,1758
654,1796
655,1731
656,1748
657,1860
658,1748
659,1702
660,1728
661,1753
662,1737
663,1717
664,1759
665,1810
666,1696
667,1759
668,1806
669,1755
670,1794
671,1812
672,1716
673,1802
674,1656
675,1779
676,1695
677,1743
678,1749
679,1799
680,1726
681,1733
682,1746
683,1733
684,1734
685,1674
686,1770
687,1715
688,1786
689,1687
690,1652
691,1675
692,1743
693,1720
694,1751
695,1732
696,1749
697,1728
698,1786
699,1708
700,1684
701,1775
702,1729
703,1751
704,1729
705,1806
706,1789
707,1756
708,1740
709,1704
710,1731
711,1742
712,1777
713,1718
714,1832
715,1724
716,1724
717,1730
718,1741
719,1813
720,1735
721,1853
722,1697
723,1751
724,1703
725,1815
726,1753
727,1746
728,1741
729,1756
730,1710
731,1711
732,1718
733,1731
734,1801
735,1766
736,1790
737,1744
738,1802
739,1787
740,1728
741,1765
742,1776
743,1723
744,1760
745,1768
746,1699
747,1742
748,1787
749,1775
750,1684
751,1681
752,1726
753,1681
754,1716
755,1739
756,1736
757,1668
758,1705
759,1761
760,1779
761,1680
762,1783
763,1767
764,1716
765,1702
766,1740
767,1734
768,1777
769,1793
770,1755
771,1758
772,1728
773,1753
774,1714
775,1713
776,1734
777,1804
778,1723
779,1798
780,1790
781,1680
782,1722
783,1737
784,1846
785,1742
786,1799
787,1745
788,1809
789,1720
790,1748
791,1709
792,1743
793,1791
794,1836
795,1702
796,1745
797,1749
798,1740
799,1776
800,1628
801,1747
802,1703
803,1636
804,1736
805,1786
806,1735
807,1739
808,1723
809,1775
810,1780
811,1752
812,1747
813,1768
814,1692
815,1752
816,1827
817,1751
818,1700
819,1736
820,1783
821,1716
822,1657
823,1738
824,1825
825,1677
826,1737
827,1704
828,1719
829,1655
830,1747
831,1792
832,1716
833,1712
